Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Ticket
0,3,0,0.5875,0,0,9.0,2,2,345765.0
1,2,1,0.35,1,0,24.0,2,0,73381.0
1,3,1,0.1875,0,0,7.225,2,0,2667.0
0,3,0,0.25,0,0,9.8458,2,2,7534.0
0,3,0,0.2375,0,0,7.8958,2,2,349212.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,1,1,0.7,0,1,83.1583,2,0,11767.0
1,2,1,0.3125,0,1,26.0,2,2,230433.0
0,3,0,0.4125,0,0,7.8958,2,2,349257.0
0,3,1,0.275,0,0,10.5167,2,2,7552.0
0,2,0,0.35,0,0,10.5,2,2,334068.0
0,3,0,0.3125,0,0,7.05,2,2,14392076.0
0,3,1,0.4875,0,5,29.125,2,1,382652.0
0,2,0,0.3375,0,0,13.0,2,2,211536.0
1,1,1,0.2375,0,0,30.0,1,2,112053.0
0,3,1,0.0125,2,0,15.75,2,2,23.0
1,1,0,0.325,0,0,30.0,2,0,111369.0
0,3,0,0.4,0,0,7.75,2,1,370376.0
0,3,0,0.425,0,0,7.8292,2,1,330911.0
1,3,1,0.5875,1,0,7.0,2,2,363272.0
0,2,0,0.775,0,0,9.6875,2,1,240276.0
0,3,0,0.3375,0,0,8.6625,2,2,315154.0
1,3,1,0.275,1,1,12.2875,2,2,3101298.0
0,3,0,0.175,0,0,9.225,2,2,7538.0
1,3,1,0.375,0,0,7.6292,2,1,330972.0
0,2,0,0.325,1,1,29.0,2,2,248738.0
1,3,1,0.225,0,0,7.2292,2,0,2657.0
0,3,0,0.2625,2,0,24.15,2,2,14.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,1,0,0.575,0,0,26.0,2,2,694.0
1,1,1,0.2875,1,0,82.2667,1,2,21228.0
0,2,0,0.7875,1,0,26.0,2,2,24065.0
1,1,1,0.5875,1,0,61.175,4,2,175734.0
1,2,1,0.3,1,0,27.7208,2,0,112167.0
0,2,0,0.4375,0,0,12.35,2,1,233734.0
0,3,0,0.2625,0,0,7.225,2,0,2692.0
1,3,1,0.3375,1,0,7.925,2,2,152.0
1,3,1,0.5625,0,0,7.225,2,0,2696.0
0,1,0,0.6875,1,0,59.4,2,0,817603.0
0,3,0,0.1125,0,1,3.1708,2,2,317368.0
1,1,1,0.0,0,0,15.75,2,2,31.0
0,1,0,0.2625,0,1,61.3792,2,0,817597.0
1,1,1,0.6,1,3,262.375,1,0,817608.0
0,3,0,0.625,1,0,14.5,2,2,15.0
1,1,1,0.275,0,1,61.9792,1,0,113509.0
0,3,0,0.275,0,0,7.225,2,0,2698.0
0,1,0,0.5125,0,0,30.5,0,2,113054.0
0,3,0,0.025,0,0,15.75,2,0,21.0
0,2,0,0.625,1,0,26.0,2,2,113085.0
0,2,0,0.3,2,0,31.5,2,2,331029.0
1,3,1,0.4125,1,2,20.575,2,2,32315.0
1,3,1,0.0125,2,0,15.75,2,2,23.0
0,1,0,0.375,1,0,57.75,2,0,13236.0
0,3,0,0.225,0,0,7.2292,2,0,2682.0
1,3,1,0.0,0,0,15.75,2,2,8.0
1,3,1,0.2625,0,0,8.6625,2,2,315087.0
0,3,0,0.3125,0,0,9.5,2,2,345768.0
0,3,0,0.0,0,0,15.75,2,2,56.0
0,3,0,0.4875,0,1,13.4167,2,0,349256.0
0,1,0,0.0,0,0,15.75,2,2,26.0
0,3,0,0.5125,0,0,7.85,2,2,143101263.0
1,2,1,0.375,0,0,13.0,2,2,237249.0
1,1,1,0.5625,1,0,52.5542,3,2,11753.0
0,3,0,0.3125,0,0,7.925,2,2,152.0
0,1,0,0.5625,0,0,29.7,0,0,817594.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,1,1,0.75,0,0,76.2917,3,0,11813.0
1,3,1,0.45,0,2,15.9,2,2,337671.0
0,1,0,0.3,1,0,60.0,2,2,13695.0
0,2,0,0.3375,0,0,15.0333,2,0,112168.0
1,2,1,0.25,2,1,23.0,2,2,29105.0
1,1,1,0.35,3,2,263.0,2,2,19950.0
0,2,0,0.0,0,0,15.75,2,0,15.0
0,3,0,0.125,4,1,29.125,2,1,382652.0
0,3,0,0.4375,0,0,7.8958,2,2,349230.0
0,3,0,0.3125,0,0,7.65,5,2,348122.0
0,3,0,0.0125,0,0,15.75,2,2,16.0
1,1,1,0.45,0,0,262.375,1,0,817608.0
0,3,0,0.2125,0,0,7.8958,2,2,349232.0
0,2,0,0.4,0,0,13.5,2,2,237216.0
0,3,0,0.225,0,0,7.75,2,2,347090.0
1,3,1,0.275,0,0,7.725,2,1,334914.0
0,1,0,0.1625,2,2,262.375,1,0,817608.0
1,2,1,0.0,0,0,15.75,2,2,21.0
1,3,1,0.225,0,0,7.8792,2,1,330963.0
0,1,0,0.5875,0,0,42.4,2,2,113796.0
0,1,0,0.3875,0,0,28.5375,2,0,2543.0
1,1,1,0.75,1,4,263.0,2,2,19950.0
1,3,1,0.3,0,0,7.75,2,1,382653.0
0,3,0,0.2625,0,0,7.8958,2,2,349211.0
1,3,1,0.3625,0,0,7.925,2,2,3101297.0
0,1,0,0.35,0,0,27.7208,3,0,817562.0
1,1,1,0.4375,0,0,211.5,2,0,113503.0
0,1,0,0.4,0,0,211.5,2,0,113503.0
0,3,0,0.0,0,0,15.75,2,2,8.0
1,1,1,0.6875,2,0,25.7,2,2,11770.0
0,2,0,0.375,0,0,13.0,2,2,248744.0
1,3,1,0.3,0,0,7.75,2,1,368702.0
0,3,0,0.075,1,1,15.2458,2,0,2678.0
0,1,0,0.8375,1,0,221.7792,2,2,817483.0
0,1,0,0.6125,0,0,26.0,2,2,19924.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,2,0,0.0,0,0,15.75,2,1,10.0
0,3,0,0.0125,0,0,15.75,2,0,14.0
1,3,1,0.3375,0,0,7.8792,2,1,330844.0
1,3,1,0.225,0,0,8.05,2,2,14.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,2,0,0.025,1,1,23.0,2,2,29103.0
1,3,1,0.275,1,0,13.9,2,2,347072.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,1,1,0.3375,1,2,52.0,1,2,512750.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,1,0,0.3125,0,0,26.0,2,0,13905.0
0,3,0,0.3125,0,0,7.7958,2,2,350033.0
1,1,1,0.95,1,0,78.85,2,2,19877.0
0,3,0,0.3625,0,0,7.925,2,2,152.0
1,3,1,0.25,0,0,7.8542,2,2,347471.0
0,3,0,0.4125,0,0,8.05,2,2,15.0
1,1,1,0.5375,1,0,55.4417,2,0,11778.0
0,2,0,0.3375,1,0,26.0,2,2,228414.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.325,0,0,7.775,2,2,347070.0
1,3,1,0.2,1,1,8.5167,2,0,2625.0
0,3,0,0.35,0,0,22.525,2,2,34001.0
0,3,0,0.2625,0,0,7.8208,2,1,330920.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,2,0,0.225,0,0,13.0,5,2,248734.0
0,2,0,0.5125,0,0,15.0458,2,0,237734.0
1,3,1,0.0,0,0,15.75,2,1,7.0
1,1,1,0.45,0,0,31.6792,0,0,817531.0
1,3,1,0.225,0,0,7.2833,2,1,329944.0
1,1,1,0.7875,1,0,221.7792,2,2,817483.0
0,3,0,0.225,1,0,14.4542,2,0,2680.0
0,3,0,0.0,0,0,15.75,2,0,6.0
1,3,1,0.0125,1,1,16.7,6,2,99549.0
0,1,0,0.45,0,0,75.2417,2,0,13050.0
1,2,1,0.3625,1,0,26.0,2,2,1129037.0
1,2,1,0.15,0,0,15.75,2,2,333595.0
0,3,0,0.0125,0,0,15.75,2,1,7.0
1,1,1,0.4375,1,0,57.75,2,0,13236.0
0,3,0,0.35,0,0,7.25,2,2,392095.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,3,1,0.2125,0,1,16.1,2,2,371362.0
0,3,0,0.275,0,0,7.7958,2,2,350045.0
1,3,1,0.025,0,0,15.75,2,1,23.0
0,2,0,0.525,0,0,13.0,2,2,211535.0
0,3,0,0.3,0,0,8.05,2,2,342441.0
0,3,0,0.4,0,0,8.05,2,2,15369943.0
0,1,0,0.6625,0,0,28.5,2,0,113780.0
1,3,1,0.0,4,0,15.75,2,2,25.0
0,3,0,0.0125,0,0,15.75,2,0,6.0
0,3,0,0.5375,0,0,7.8958,2,2,349226.0
0,3,0,0.3,0,0,7.8542,2,2,350409.0
0,3,0,0.325,0,0,7.225,2,0,2656.0
0,2,0,0.325,0,0,13.0,2,2,248659.0
1,3,1,0.2875,0,0,8.05,2,2,14392083.0
0,3,0,0.5,1,6,46.9,2,2,42144.0
1,3,1,0.125,5,2,46.9,2,2,42144.0
1,1,1,0.4125,0,0,151.55,2,2,113781.0
0,1,0,0.7625,1,3,262.375,1,0,817608.0
0,2,0,0.35,0,0,26.0,2,2,244358.0
0,1,0,0.525,0,0,26.55,2,2,17475.0
0,3,0,0.3875,3,0,18.0,2,2,345763.0
0,1,0,0.0,0,0,15.75,2,2,51.0
0,3,0,0.275,0,0,8.05,2,2,114.0
0,1,0,0.0,0,0,15.75,2,2,26.0
0,2,0,0.375,1,1,26.0,2,2,250651.0
1,1,1,0.2875,0,1,83.1583,2,0,11767.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.75,0,0,15.75,2,2,3701.0
1,3,1,0.45,0,2,12.1833,2,2,350405.0
0,3,0,0.1625,4,2,31.3875,2,2,347077.0
0,3,0,0.3,0,0,7.55,2,2,10752.0
1,1,1,0.3625,0,0,221.7792,2,2,817483.0
1,3,1,0.2875,0,0,7.8542,2,2,347469.0
0,1,0,0.525,0,0,26.55,3,2,110489.0
1,3,1,0.325,0,2,13.775,2,2,143101315.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,3,0,0.0875,1,1,15.2458,2,0,2650.0
1,2,1,0.325,0,0,13.5,2,2,220844.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,2,0,0.5125,0,0,13.0,2,2,237393.0
1,3,1,0.325,1,1,22.025,2,2,315153.0
0,1,0,0.6,0,0,50.4958,1,0,817591.0
0,3,0,0.225,2,2,34.375,2,2,176608.0
1,1,1,0.0,0,0,15.75,2,0,27.0
1,3,1,0.275,0,0,8.9625,2,2,7548.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,0,0.3375,0,0,7.225,2,0,2670.0
0,3,0,0.2875,1,0,13.9,2,2,347072.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.5,1,5,31.3875,2,2,347077.0
1,2,1,0.1875,0,2,39.0,2,2,29750.0
1,2,1,0.25,0,0,36.75,2,2,333112.0
0,1,0,0.675,1,0,55.4417,2,0,11778.0
1,2,1,0.45,0,3,39.0,5,2,230136.0
1,1,1,0.8,0,2,83.1583,4,0,817756.0
0,2,0,0.375,0,0,13.0,2,2,233478.0
0,1,0,0.4625,1,1,83.1583,4,0,817756.0
1,1,1,0.225,1,0,53.1,3,2,113773.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,1,1,0.3375,1,1,247.5208,1,0,817558.0
0,2,0,0.5,0,0,16.0,2,2,239059.0
1,2,1,0.2625,0,1,21.0,2,2,102.0
0,3,0,0.2125,2,0,8.05,2,2,14.0
1,3,1,0.1,2,0,15.75,2,2,69.0
0,2,0,0.5,0,0,13.0,2,2,28221.0
0,2,0,0.425,1,0,26.0,2,2,226875.0
0,1,0,0.0,0,0,15.75,2,2,26.0
0,3,0,0.15,1,1,14.5,2,2,15.0
0,2,0,0.7625,0,0,12.35,2,1,235509.0
0,2,0,0.1,0,2,32.5,2,2,28220.0
0,3,0,0.4125,0,0,7.8542,2,2,347465.0
0,1,0,0.075,0,2,134.5,4,0,16966.0
1,3,1,0.225,0,0,7.775,2,2,347066.0
0,2,0,0.2875,0,0,10.5,2,2,331030.0
1,3,1,0.0,0,0,15.75,2,2,8.0
1,3,1,0.0,0,0,15.75,2,1,15.0
0,3,0,0.0,0,2,14.4,2,2,347080.0
0,1,0,0.5875,1,0,227.525,2,0,817757.0
1,2,1,0.1,1,1,26.0,2,2,26360.0
0,2,0,0.3125,0,0,10.5,2,2,334050.0
0,1,0,0.0,0,0,15.75,2,0,25.0
1,3,1,0.4375,0,0,7.75,2,1,9232.0
0,2,0,0.3,0,0,10.5,2,2,28034.0
1,1,1,0.4125,0,0,27.7208,0,0,817613.0
0,3,0,0.3125,0,0,7.8958,2,2,349250.0
0,3,0,0.4,0,0,22.525,2,2,34001.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,2,0,0.2125,0,0,73.5,2,2,1014879.0
1,2,1,0.75,1,0,26.0,2,2,24065.0
1,3,1,0.475,4,2,7.775,2,2,347091.0
0,1,0,0.525,0,0,42.5,1,2,113038.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,1,0,0.7125,1,1,164.8667,2,2,36928.0
1,1,1,0.625,1,1,211.5,2,0,113503.0
0,3,0,0.0,0,0,15.75,2,2,8.0
1,2,1,0.375,1,0,13.8583,2,0,112148.0
0,3,0,0.2625,0,0,8.05,2,2,342684.0
1,2,1,0.275,0,0,10.5,5,2,1714266.0
0,3,0,0.2625,0,0,7.7958,2,2,350053.0
1,1,1,0.6625,0,0,27.4458,2,0,817606.0
1,3,1,0.0,2,0,15.75,2,0,15.0
0,3,0,0.2875,0,0,7.7958,2,2,350054.0
1,3,1,0.0,0,0,15.75,2,1,7.0
0,3,0,0.5,0,0,15.1,2,2,36212.0
0,2,0,0.45,0,0,13.0,2,2,242963.0
0,2,0,0.175,0,0,65.0,2,2,220845.0
1,1,1,0.2625,0,0,26.55,2,2,113795.0
0,3,0,0.2625,1,0,6.4958,2,2,3101266.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,1,0,0.4875,1,0,71.2833,2,0,817599.0
0,3,0,0.25,0,0,7.8542,2,2,350416.0
0,1,0,0.8,1,0,75.25,3,0,110813.0
0,3,0,0.25,0,0,7.225,2,0,2679.0
1,2,1,0.225,1,1,13.0,2,2,250650.0
1,1,1,0.6,1,0,106.425,2,0,817761.0
1,1,1,0.6875,0,0,27.7208,2,0,112377.0
1,2,1,0.5625,0,2,30.0,2,2,237789.0
0,1,0,0.5625,1,1,134.5,4,0,16966.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,0,0.0125,2,0,15.75,2,2,23.0
0,1,0,0.5125,1,0,51.8625,3,2,17464.0
1,2,1,0.275,0,0,21.0,2,2,513534.0
0,2,0,0.525,1,1,32.5,2,2,28220.0
1,2,1,0.3625,1,0,26.0,2,2,26707.0
1,3,1,0.0125,0,0,15.75,2,0,14.0
1,2,1,0.0125,1,2,27.75,2,2,334651.0
0,3,0,0.25,0,0,7.925,2,2,142.0
0,1,0,0.3375,1,0,136.7792,2,0,13508.0
0,3,0,0.3,0,0,9.325,2,2,7266.0
0,3,0,0.4,0,0,9.5,2,2,345775.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.35,0,0,8.05,2,2,363611.0
1,2,1,0.2375,0,0,13.0,2,2,28404.0
0,3,0,0.2625,0,0,7.775,2,2,345501.0
0,3,0,0.45,1,0,17.4,2,2,345572.0
0,3,0,0.2625,0,0,7.8542,2,2,350410.0
1,2,1,0.3625,0,2,23.0,2,2,29103.0
1,3,1,0.0125,1,1,12.1833,2,2,350405.0
0,2,0,0.375,0,0,12.7375,2,0,334644.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,1,0,0.0,0,0,15.75,2,2,0.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,3,1,0.0,0,0,15.75,2,2,8.0
0,3,0,0.2125,0,0,8.6625,2,2,315095.0
0,1,0,0.575,0,0,75.2417,2,0,13050.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,1,1,0.325,1,0,136.7792,2,0,13508.0
1,3,1,0.0125,0,0,15.75,2,1,15.0
0,3,0,0.0,0,0,15.75,2,0,7.0
1,2,1,0.25,1,0,26.0,2,2,236853.0
0,2,0,0.35,0,0,10.5,2,2,1114888.0
0,2,0,0.5,1,0,26.0,2,2,2926.0
0,2,0,0.375,1,0,21.0,2,2,431352.0
0,2,0,0.275,0,0,10.5,2,2,1714260.0
1,3,1,0.2875,0,0,8.6625,2,2,315085.0
0,3,0,0.0125,1,1,13.775,2,2,143101315.0
1,3,1,0.0,0,0,15.75,2,1,7.0
1,3,1,0.1125,1,1,15.2458,2,0,2650.0
1,3,1,0.025,1,1,20.2125,2,2,370129.0
0,3,0,0.45,0,0,7.25,2,2,15.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,1,0,0.3,1,0,82.2667,1,2,21228.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,1,0,0.0,0,0,15.75,2,2,39.0
1,3,1,0.375,0,0,6.95,2,1,382650.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,1,0,0.6625,1,1,81.8583,0,2,33638.0
0,3,0,0.45,0,0,9.5,2,2,345771.0
0,3,0,0.325,0,0,7.8958,2,2,349202.0
1,2,1,0.0125,1,2,41.5792,2,0,112123.0
0,3,0,0.025,0,0,15.75,2,0,21.0
0,1,0,0.375,0,0,45.5,2,2,113801.0
0,3,0,0.3625,0,0,7.8542,2,2,347467.0
0,3,0,0.4,0,0,7.775,2,2,347079.0
0,2,0,0.0,0,0,15.75,2,0,15.0
0,2,0,0.5375,0,1,21.0,2,2,102.0
0,3,0,0.3,0,0,8.6625,2,2,315092.0
1,3,1,0.0,0,0,15.75,2,1,7.0
1,1,1,0.8,1,1,26.55,1,2,112901.0
0,1,0,0.375,1,2,151.55,2,2,113781.0
0,3,0,0.0125,0,1,9.35,2,2,392091.0
0,1,0,0.6875,1,1,93.5,1,2,12749.0
1,3,1,0.5625,1,0,14.1083,2,2,350026.0
0,3,0,0.225,0,0,8.6625,2,2,315091.0
0,3,0,0.275,0,0,7.225,2,0,2658.0
0,3,0,0.0,0,0,15.75,2,2,7.0
1,3,1,0.4625,0,0,7.75,2,1,368364.0
1,1,1,0.6875,0,0,135.6333,2,0,817760.0
1,3,1,0.2125,0,0,7.7333,2,1,23.0
0,1,0,0.7125,1,0,146.5208,1,0,817569.0
0,2,0,0.2375,0,0,10.5,2,2,28004.0
0,3,0,0.3375,0,0,7.8542,2,2,350408.0
0,2,0,0.275,2,0,31.5,2,2,331029.0
0,3,0,0.325,0,0,7.775,2,2,347075.0
0,3,0,0.3125,0,0,7.2292,5,0,2654.0
0,2,0,0.325,0,0,13.0,5,2,244368.0
0,1,0,0.4125,0,0,26.55,2,2,113790.0
1,1,1,0.4875,0,0,211.3375,2,2,24160.0
0,3,0,0.2875,0,0,7.05,2,2,143101309.0
1,2,1,0.15,2,1,39.0,5,2,230136.0
0,1,0,0.575,0,0,79.2,2,0,817585.0
0,2,0,0.3625,1,0,26.0,2,2,2003.0
0,2,0,0.2625,0,0,13.0,2,2,236854.0
1,2,1,0.6,0,2,36.75,2,2,333112.0
0,1,0,0.4875,0,0,29.7,0,0,817580.0
0,3,0,0.0,0,0,15.75,2,0,7.0
1,3,1,0.2375,1,1,15.7417,2,0,2653.0
0,3,0,0.3375,0,0,7.8958,2,2,349229.0
0,1,0,0.375,0,0,26.0,2,2,110469.0
0,2,0,0.4,0,0,13.0,2,2,244360.0
0,3,0,0.4875,0,2,7.2292,2,0,2675.0
0,2,0,0.3125,0,0,31.5,2,2,331029.0
0,3,0,0.0,0,0,15.75,2,0,7.0
0,2,0,0.225,0,0,10.5,2,2,315185.0
0,3,0,0.4,0,0,7.5792,2,2,350403.0
0,3,0,0.0125,9,0,15.75,2,2,69.0
1,1,1,0.725,0,1,512.3292,1,0,817755.0
0,3,0,0.0125,1,0,15.75,2,2,14.0
1,3,1,0.2,0,0,7.65,2,2,348125.0
0,2,0,0.325,0,0,13.0,2,2,237670.0
1,3,1,0.475,0,0,7.2292,2,0,2688.0
0,2,0,0.3,0,0,13.5,2,2,248726.0
1,2,1,0.3875,0,0,21.0,2,2,513528.0
1,1,1,0.5625,0,1,63.3583,3,0,817759.0
0,2,0,0.3125,0,0,10.5,2,2,513540.0
0,2,0,0.225,0,0,73.5,2,2,1014879.0
0,2,0,0.6125,1,2,65.0,2,2,220845.0
1,3,1,0.0,1,2,20.575,2,2,32315.0
0,1,0,0.625,0,0,26.0,4,2,113044.0
1,1,1,0.7375,2,0,51.4792,2,2,11769.0
0,3,0,0.0,0,0,15.75,2,2,7.0
0,3,0,0.0,0,0,15.75,2,1,7.0
1,3,1,0.375,1,0,15.55,2,2,349910.0
0,3,0,0.175,8,2,69.55,2,2,42343.0
1,2,1,0.3,1,1,37.0042,2,0,102079.0
1,2,1,0.3875,0,0,21.0,2,2,431352.0
0,3,0,0.3375,0,0,8.6625,2,2,315083.0
1,1,1,0.3125,1,0,55.4417,4,0,11765.0
1,3,1,0.0125,9,0,15.75,2,2,69.0
0,3,0,0.0125,0,0,15.75,2,0,14.0
1,3,1,0.275,0,0,39.6875,2,2,3101295.0
1,1,1,0.5625,0,1,59.4,2,0,112378.0
0,2,0,0.3625,0,0,13.8583,2,0,112147.0
0,2,0,0.2625,1,0,11.5,2,2,28133.0
1,1,1,0.3875,0,0,134.5,4,0,16966.0
0,1,0,0.6125,0,0,0.0,1,2,112058.0
0,2,0,0.55,0,0,13.0,2,2,248746.0
1,1,1,0.675,1,1,81.8583,0,2,33638.0
1,1,1,0.5625,0,0,262.375,2,0,817608.0
1,3,1,0.275,2,0,8.6625,2,2,315152.0
0,2,0,0.2625,0,0,11.5,2,2,29107.0
0,1,0,0.6875,0,0,50.0,2,2,680.0
0,3,0,0.0625,4,2,31.3875,2,2,347077.0
0,3,0,0.0,0,0,15.75,2,1,7.0
0,3,0,0.325,0,0,7.8792,2,1,330910.0
1,3,1,0.0,0,0,15.75,2,2,14.0
1,3,1,0.2375,1,0,16.1,2,2,376566.0
0,2,0,0.0,0,0,15.75,2,2,12.0
1,2,1,0.3,1,2,65.0,2,2,220845.0
0,3,0,0.3,0,0,7.775,2,2,349911.0
0,2,0,0.7125,0,0,13.0,2,2,244346.0
0,3,0,0.2625,0,0,7.75,2,1,364858.0
0,3,0,0.075,3,1,21.075,2,2,349909.0
0,1,0,0.2875,0,0,93.5,1,2,12749.0
1,1,1,0.6375,0,1,39.4,3,2,817592.0
0,3,0,0.1625,0,2,20.25,2,2,32673.0
0,2,0,0.5875,0,0,10.5,2,2,330769.0
0,3,0,0.3625,3,1,22.025,2,2,315153.0
1,1,1,0.225,1,0,60.0,2,2,13695.0
0,3,0,0.3,0,0,7.25,2,1,371109.0
1,1,1,0.6,1,1,79.2,1,0,13567.0
0,3,0,0.275,0,0,7.775,2,2,347065.0
0,3,0,0.3875,0,0,7.7333,2,1,21332.0
1,1,1,0.375,0,0,164.8667,2,2,36928.0
0,2,0,0.475,1,0,21.0,2,2,28664.0
1,1,1,0.275,0,1,59.4,2,0,112378.0
0,1,0,0.2125,0,0,47.1,2,2,113059.0
0,1,0,0.5375,1,0,27.7208,3,0,17765.0
0,2,0,0.25,0,0,13.8625,3,0,112166.0
0,2,0,0.2875,1,0,10.5,2,2,28666.0
0,1,0,0.625,1,1,211.5,2,0,113503.0
1,3,1,0.0,0,0,15.75,2,1,7.0
1,3,1,0.0375,1,1,13.775,2,2,143101315.0
1,3,1,0.0,0,0,15.75,2,1,7.0
1,1,1,0.4625,1,0,90.0,2,1,19928.0
1,3,1,0.35,0,0,7.775,2,2,347086.0
0,3,0,0.0,0,0,15.75,2,2,8.0
1,1,1,0.4875,0,0,108.9,2,0,817758.0
0,3,0,0.475,0,0,7.25,2,2,143101262.0
0,3,0,0.0,0,0,15.75,2,2,8.0
0,3,0,0.0125,1,0,15.75,2,0,22.0
